npy_idx,excel_pos,cation,anion,refrigerant,T_K,P_MPa,x1,anion_smiles,cation_smiles,refri_smiles,sheet
1556,1556,[hmim],[FEP],R161,313.2,0.166,0.2486,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
1557,1557,[hmim],[FEP],R161,313.2,0.228,0.3264,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
1558,1558,[hmim],[FEP],R161,313.2,0.284,0.3872,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
1559,1559,[hmim],[FEP],R161,313.1,0.353,0.4529,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
1560,1560,[hmim],[FEP],R161,323.2,0.065,0.0796,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
1561,1561,[hmim],[FEP],R161,323.1,0.13,0.1579,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
1562,1562,[hmim],[FEP],R161,323.2,0.195,0.232,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
1563,1563,[hmim],[FEP],R161,323.2,0.269,0.3075,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
1564,1564,[hmim],[FEP],R161,323.2,0.335,0.3672,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
1565,1565,[hmim],[FEP],R161,323.2,0.416,0.4329,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
1566,1566,[hmim],[FEP],R161,333.1,0.077,0.0701,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
1567,1567,[hmim],[FEP],R161,333.2,0.149,0.1451,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
1568,1568,[hmim],[FEP],R161,333.2,0.224,0.2156,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
1569,1569,[hmim],[FEP],R161,333.2,0.31,0.2884,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
1570,1570,[hmim],[FEP],R161,333.2,0.387,0.3466,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
1571,1571,[hmim],[FEP],R161,333.2,0.482,0.4114,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
1572,1572,[hmim],[FEP],R161,343.1,0.088,0.0615,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
1573,1573,[hmim],[FEP],R161,343.2,0.169,0.1324,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
1574,1574,[hmim],[FEP],R161,343.2,0.254,0.1992,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
1575,1575,[hmim],[FEP],R161,343.2,0.352,0.2691,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
1576,1576,[hmim],[FEP],R161,343.2,0.439,0.3259,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
1577,1577,[hmim],[FEP],R161,343.2,0.548,0.3894,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
1578,1578,[hmim],[FEP],R152a,293.2,0.031,0.1095,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1579,1579,[hmim],[FEP],R152a,293.2,0.066,0.2126,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1580,1580,[hmim],[FEP],R152a,293.1,0.097,0.2997,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1581,1581,[hmim],[FEP],R152a,293.3,0.131,0.3814,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1582,1582,[hmim],[FEP],R152a,293.0,0.163,0.4538,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1583,1583,[hmim],[FEP],R152a,293.1,0.198,0.5225,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1584,1584,[hmim],[FEP],R152a,303.1,0.039,0.1022,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1585,1585,[hmim],[FEP],R152a,303.1,0.082,0.201,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1586,1586,[hmim],[FEP],R152a,303.1,0.122,0.2855,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1587,1587,[hmim],[FEP],R152a,303.1,0.165,0.366,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1588,1588,[hmim],[FEP],R152a,303.2,0.208,0.4376,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1589,1589,[hmim],[FEP],R152a,303.2,0.253,0.507,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1590,1590,[hmim],[FEP],R152a,313.2,0.048,0.0944,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1591,1591,[hmim],[FEP],R152a,313.2,0.101,0.1883,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1592,1592,[hmim],[FEP],R152a,313.3,0.15,0.2698,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1593,1593,[hmim],[FEP],R152a,313.1,0.203,0.3487,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1594,1594,[hmim],[FEP],R152a,313.3,0.256,0.42,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1595,1595,[hmim],[FEP],R152a,313.1,0.315,0.4892,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1596,1596,[hmim],[FEP],R152a,323.2,0.059,0.0852,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1597,1597,[hmim],[FEP],R152a,323.2,0.12,0.1753,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1598,1598,[hmim],[FEP],R152a,323.2,0.179,0.2536,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1599,1599,[hmim],[FEP],R152a,323.2,0.244,0.3302,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1600,1600,[hmim],[FEP],R152a,323.2,0.309,0.4007,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1601,1601,[hmim],[FEP],R152a,323.1,0.382,0.4693,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1602,1602,[hmim],[FEP],R152a,333.2,0.069,0.0771,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1603,1603,[hmim],[FEP],R152a,333.2,0.14,0.1622,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1604,1604,[hmim],[FEP],R152a,333.1,0.209,0.2372,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1605,1605,[hmim],[FEP],R152a,333.2,0.286,0.311,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1606,1606,[hmim],[FEP],R152a,333.2,0.364,0.38,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1607,1607,[hmim],[FEP],R152a,333.1,0.453,0.4476,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1608,1608,[hmim],[FEP],R152a,343.2,0.079,0.0691,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1609,1609,[hmim],[FEP],R152a,343.2,0.161,0.1491,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1610,1610,[hmim],[FEP],R152a,343.2,0.24,0.2205,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1611,1611,[hmim],[FEP],R152a,343.2,0.329,0.2916,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1612,1612,[hmim],[FEP],R152a,343.2,0.42,0.3587,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1613,1613,[hmim],[FEP],R152a,343.1,0.525,0.425,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,CC(F)F,Table S3. VLE HFCs
1614,1614,[hmim],[FEP],R134,283.08,0.01,0.055,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1615,1615,[hmim],[FEP],R134,283.07,0.05,0.24,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1616,1616,[hmim],[FEP],R134,283.13,0.1,0.422,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1617,1617,[hmim],[FEP],R134,283.17,0.15,0.568,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1618,1618,[hmim],[FEP],R134,283.1,0.2,0.689,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1619,1619,[hmim],[FEP],R134,283.12,0.249,0.81,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1620,1620,[hmim],[FEP],R134,283.13,0.299,0.959,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1621,1621,[hmim],[FEP],R134,298.13,0.01,0.035,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1622,1622,[hmim],[FEP],R134,298.08,0.05,0.16,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1623,1623,[hmim],[FEP],R134,298.2,0.1,0.293,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1624,1624,[hmim],[FEP],R134,298.02,0.15,0.403,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1625,1625,[hmim],[FEP],R134,298.11,0.199,0.498,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1626,1626,[hmim],[FEP],R134,298.17,0.25,0.583,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1627,1627,[hmim],[FEP],R134,298.14,0.3,0.656,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1628,1628,[hmim],[FEP],R134,298.06,0.35,0.727,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1629,1629,[hmim],[FEP],R134,323.12,0.01,0.018,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1630,1630,[hmim],[FEP],R134,323.09,0.05,0.085,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1631,1631,[hmim],[FEP],R134,323.1,0.1,0.161,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1632,1632,[hmim],[FEP],R134,323.1,0.15,0.229,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1633,1633,[hmim],[FEP],R134,323.09,0.2,0.291,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1634,1634,[hmim],[FEP],R134,323.19,0.25,0.347,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1635,1635,[hmim],[FEP],R134,323.13,0.3,0.401,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1636,1636,[hmim],[FEP],R134,323.09,0.35,0.448,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1637,1637,[hmim],[FEP],R134,348.07,0.01,0.009,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1638,1638,[hmim],[FEP],R134,348.06,0.05,0.047,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1639,1639,[hmim],[FEP],R134,348.14,0.1,0.092,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1640,1640,[hmim],[FEP],R134,348.13,0.15,0.135,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1641,1641,[hmim],[FEP],R134,348.11,0.2,0.176,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1642,1642,[hmim],[FEP],R134,348.11,0.25,0.213,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1643,1643,[hmim],[FEP],R134,348.14,0.3,0.25,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1644,1644,[hmim],[FEP],R134,348.13,0.349,0.284,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,FC(F)C(F)F,Table S3. VLE HFCs
1645,1645,[hmim],[FEP],R125,298.15,0.05,0.038,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
1646,1646,[hmim],[FEP],R125,298.15,0.1,0.074,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
1647,1647,[hmim],[FEP],R125,298.15,0.2,0.142,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
1648,1648,[hmim],[FEP],R125,298.15,0.4,0.267,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
1649,1649,[hmim],[FEP],R125,298.15,0.6,0.38,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
1650,1650,[hmim],[FEP],R125,298.15,0.8,0.482,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
1651,1651,[hmim],[FEP],R125,298.15,1.0,0.578,F[P-](F)(F)(C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C(CCCCC)[N+]1=CN(C=C1)C,C(F)(F)(C(F)(F)F),Table S3. VLE HFCs
1652,1652,[hmim],[OTf],R32,303.2,0.0522,0.03263,FC(F)(F)S(=O)(=O)[O-],C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
1653,1653,[hmim],[OTf],R32,313.2,0.0586,0.02975,FC(F)(F)S(=O)(=O)[O-],C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
1654,1654,[hmim],[OTf],R32,323.2,0.0627,0.02623,FC(F)(F)S(=O)(=O)[O-],C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
1655,1655,[hmim],[OTf],R32,333.2,0.0651,0.02268,FC(F)(F)S(=O)(=O)[O-],C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
1656,1656,[hmim],[OTf],R32,343.2,0.0683,0.02015,FC(F)(F)S(=O)(=O)[O-],C(CCCCC)[N+]1=CN(C=C1)C,C(F)F,Table S3. VLE HFCs
1657,1657,[hmim],[OTf],R161,303.2,0.0405,0.03932,FC(F)(F)S(=O)(=O)[O-],C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
1658,1658,[hmim],[OTf],R161,313.2,0.049,0.03769,FC(F)(F)S(=O)(=O)[O-],C(CCCCC)[N+]1=CN(C=C1)C,CCF,Table S3. VLE HFCs
